Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,686205,-,-,-,29.17,-96.94,0,50,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,Temperature
2015,1,1,0,0,0,0,5.791131591796898
2015,1,1,0,30,0,0,5.491784667968773
2015,1,1,1,0,0,0,5.192407226562523
2015,1,1,1,30,0,0,5.003869628906273
2015,1,1,2,0,0,0,4.815332031250023
2015,1,1,2,30,0,0,4.785272216796898
2015,1,1,3,0,0,0,4.755242919921898
2015,1,1,3,30,0,0,4.765283203125023
2015,1,1,4,0,0,0,4.775323486328148
2015,1,1,4,30,0,0,4.775903320312523
2015,1,1,5,0,0,0,4.776483154296898
2015,1,1,5,30,0,0,4.788018798828148
2015,1,1,6,0,0,0,4.799554443359398
2015,1,1,6,30,0,0,4.806298828125023
2015,1,1,7,0,0,0,4.813043212890648
2015,1,1,7,30,0,0,4.788415527343773
2015,1,1,8,0,0,0,4.763818359375023
2015,1,1,8,30,0,0,4.704187011718773
2015,1,1,9,0,0,0,4.644555664062523
2015,1,1,9,30,0,0,4.579949951171898
2015,1,1,10,0,0,0,4.515344238281273
2015,1,1,10,30,0,0,4.453149414062523
2015,1,1,11,0,0,0,4.390954589843773
2015,1,1,11,30,0,0,4.338830566406273
2015,1,1,12,0,0,0,4.286737060546898
2015,1,1,12,30,0,0,4.291711425781273
2015,1,1,13,0,0,0,4.296716308593773
2015,1,1,13,30,0,0,4.629205322265648
2015,1,1,14,0,7,0,4.961663818359398
2015,1,1,14,30,5,0,5.488244628906273
2015,1,1,15,0,27,0,6.014794921875023
2015,1,1,15,30,106,0,6.547662353515648
2015,1,1,16,0,130,0,7.080529785156273
2015,1,1,16,30,100,0,7.429162597656273
2015,1,1,17,0,157,0,7.777825927734398
2015,1,1,17,30,71,0,7.918115234375023
2015,1,1,18,0,124,0,8.058404541015648
2015,1,1,18,30,89,0,8.140557861328148
2015,1,1,19,0,125,0,8.222711181640648
2015,1,1,19,30,145,0,8.282159423828148
2015,1,1,20,0,168,0,8.341638183593773
2015,1,1,20,30,61,0,8.349816894531273
2015,1,1,21,0,87,0,8.357995605468773
2015,1,1,21,30,39,0,8.084161376953148
2015,1,1,22,0,60,0,7.810357666015648
2015,1,1,22,30,48,0,7.343530273437523
2015,1,1,23,0,23,0,6.876733398437523
2015,1,1,23,30,3,0,6.557397460937523
2015,1,2,0,0,0,0,6.238061523437523
2015,1,2,0,30,0,0,6.013360595703148
2015,1,2,1,0,0,0,5.788690185546898
2015,1,2,1,30,0,0,5.634484863281273
2015,1,2,2,0,0,0,5.480249023437523
2015,1,2,2,30,0,0,5.432366943359398
2015,1,2,3,0,0,0,5.384454345703148
2015,1,2,3,30,0,0,5.376611328125023
2015,1,2,4,0,0,0,5.368737792968773
2015,1,2,4,30,0,0,5.362786865234398
2015,1,2,5,0,0,0,5.356835937500023
2015,1,2,5,30,0,0,5.349572753906273
2015,1,2,6,0,0,0,5.342309570312523
2015,1,2,6,30,0,0,5.355096435546898
2015,1,2,7,0,0,0,5.367883300781273
2015,1,2,7,30,0,0,5.390496826171898
2015,1,2,8,0,0,0,5.413140869140648
2015,1,2,8,30,0,0,5.452416992187523
2015,1,2,9,0,0,0,5.491662597656273
2015,1,2,9,30,0,0,5.564691162109398
2015,1,2,10,0,0,0,5.637750244140648
2015,1,2,10,30,0,0,5.752740478515648
2015,1,2,11,0,0,0,5.867730712890648
2015,1,2,11,30,0,0,5.993859863281273
2015,1,2,12,0,0,0,6.119989013671898
2015,1,2,12,30,0,0,6.251580810546898
2015,1,2,13,0,0,0,6.383172607421898
2015,1,2,13,30,0,0,6.723596191406273
2015,1,2,14,0,2,0,7.063989257812523
2015,1,2,14,30,3,0,7.603906250000023
2015,1,2,15,0,4,0,8.143823242187523
2015,1,2,15,30,12,0,8.697656250000023
2015,1,2,16,0,18,0,9.251519775390648
2015,1,2,16,30,53,0,9.596215820312523
2015,1,2,17,0,36,0,9.940942382812523
2015,1,2,17,30,175,1,10.195001220703148
2015,1,2,18,0,82,0,10.449090576171898
2015,1,2,18,30,147,0,10.577050781250023
2015,1,2,19,0,195,6,10.705041503906273
2015,1,2,19,30,40,0,10.686608886718773
2015,1,2,20,0,128,0,10.668206787109398
2015,1,2,20,30,115,0,10.627069091796898
2015,1,2,21,0,193,67,10.585900878906273
2015,1,2,21,30,20,0,10.319207763671898
2015,1,2,22,0,36,0,10.052514648437523
2015,1,2,22,30,24,0,9.688958740234398
2015,1,2,23,0,38,366,9.325372314453148
2015,1,2,23,30,14,0,9.132775878906273
2015,1,3,0,0,0,0,8.940209960937523
2015,1,3,0,30,0,0,8.793908691406273
2015,1,3,1,0,0,0,8.647637939453148
2015,1,3,1,30,0,0,8.514489746093773
2015,1,3,2,0,0,0,8.381311035156273
2015,1,3,2,30,0,0,8.192773437500023
2015,1,3,3,0,0,0,8.004235839843773
2015,1,3,3,30,0,0,7.796990966796898
2015,1,3,4,0,0,0,7.589746093750023
2015,1,3,4,30,0,0,7.379846191406273
2015,1,3,5,0,0,0,7.169915771484398
2015,1,3,5,30,0,0,6.986230468750023
2015,1,3,6,0,0,0,6.802545166015648
2015,1,3,6,30,0,0,6.673181152343773
2015,1,3,7,0,0,0,6.543786621093773
2015,1,3,7,30,0,0,6.446374511718773
2015,1,3,8,0,0,0,6.348962402343773
2015,1,3,8,30,0,0,6.378045654296898
2015,1,3,9,0,0,0,6.407098388671898
2015,1,3,9,30,0,0,6.461328125000023
2015,1,3,10,0,0,0,6.515557861328148
2015,1,3,10,30,0,0,6.532647705078148
2015,1,3,11,0,0,0,6.549768066406273
2015,1,3,11,30,0,0,6.472619628906273
2015,1,3,12,0,0,0,6.395471191406273
2015,1,3,12,30,0,0,6.424340820312523
2015,1,3,13,0,0,0,6.453210449218773
2015,1,3,13,30,0,0,7.037316894531273
2015,1,3,14,0,35,350,7.621453857421898
2015,1,3,14,30,54,532,8.274774169921898
2015,1,3,15,0,67,646,8.928094482421898
2015,1,3,15,30,150,43,9.639855957031273
2015,1,3,16,0,120,0,10.351617431640648
2015,1,3,16,30,92,0,10.916070556640648
2015,1,3,17,0,201,14,11.480493164062523
2015,1,3,17,30,233,28,12.269464111328148
2015,1,3,18,0,197,6,13.058435058593773
2015,1,3,18,30,276,65,13.711785888671898
2015,1,3,19,0,274,65,14.365106201171898
2015,1,3,19,30,95,866,14.751885986328148
2015,1,3,20,0,93,852,15.138696289062523
2015,1,3,20,30,89,831,15.094232177734398
2015,1,3,21,0,84,799,15.049768066406273
2015,1,3,21,30,78,753,14.502801513671898
2015,1,3,22,0,69,685,13.955865478515648
2015,1,3,22,30,57,583,12.618035888671898
2015,1,3,23,0,40,417,11.280206298828148
2015,1,3,23,30,14,125,10.712609863281273
2015,1,4,0,0,0,0,10.145043945312523
2015,1,4,0,30,0,0,9.769891357421898
2015,1,4,1,0,0,0,9.394738769531273
2015,1,4,1,30,0,0,9.035089111328148
2015,1,4,2,0,0,0,8.675439453125023
2015,1,4,2,30,0,0,8.346215820312523
2015,1,4,3,0,0,0,8.016992187500023
2015,1,4,3,30,0,0,7.712396240234398
2015,1,4,4,0,0,0,7.407800292968773
2015,1,4,4,30,0,0,7.122094726562523
2015,1,4,5,0,0,0,6.836389160156273
2015,1,4,5,30,0,0,6.583337402343773
2015,1,4,6,0,0,0,6.330285644531273
2015,1,4,6,30,0,0,6.116143798828148
2015,1,4,7,0,0,0,5.902032470703148
2015,1,4,7,30,0,0,5.750909423828148
2015,1,4,8,0,0,0,5.599786376953148
2015,1,4,8,30,0,0,5.572930908203148
2015,1,4,9,0,0,0,5.546075439453148
2015,1,4,9,30,0,0,5.564904785156273
2015,1,4,10,0,0,0,5.583764648437523
2015,1,4,10,30,0,0,5.515802001953148
2015,1,4,11,0,0,0,5.447808837890648
2015,1,4,11,30,0,0,5.215966796875023
2015,1,4,12,0,0,0,4.984124755859398
2015,1,4,12,30,0,0,4.867608642578148
2015,1,4,13,0,0,0,4.751092529296898
2015,1,4,13,30,0,0,5.576989746093773
2015,1,4,14,0,39,78,6.402917480468773
2015,1,4,14,30,68,319,7.607049560546898
2015,1,4,15,0,69,693,8.811151123046898
2015,1,4,15,30,78,769,9.638726806640648
2015,1,4,16,0,85,822,10.466302490234398
2015,1,4,16,30,91,859,11.114556884765648
2015,1,4,17,0,95,885,11.762780761718773
2015,1,4,17,30,140,705,12.133081054687523
2015,1,4,18,0,179,614,12.503350830078148
2015,1,4,18,30,180,623,12.601373291015648
2015,1,4,19,0,151,702,12.699395751953148
2015,1,4,19,30,180,590,12.528833007812523
2015,1,4,20,0,125,721,12.358239746093773
2015,1,4,20,30,171,521,11.910699462890648
2015,1,4,21,0,123,603,11.463189697265648
2015,1,4,21,30,132,428,10.682031250000023
2015,1,4,22,0,79,562,9.900872802734398
2015,1,4,22,30,84,192,8.697656250000023
2015,1,4,23,0,49,119,7.494439697265648
2015,1,4,23,30,12,0,6.716973876953148
2015,1,5,0,0,0,0,5.939508056640648
2015,1,5,0,30,0,0,5.438897705078148
2015,1,5,1,0,0,0,4.938287353515648
2015,1,5,1,30,0,0,4.498529052734398
2015,1,5,2,0,0,0,4.058740234375023
2015,1,5,2,30,0,0,3.6587463378906477
2015,1,5,3,0,0,0,3.2587524414062727
2015,1,5,3,30,0,0,2.8809753417968977
2015,1,5,4,0,0,0,2.5032287597656477
2015,1,5,4,30,0,0,2.1449218750000227
2015,1,5,5,0,0,0,1.7866149902343977
2015,1,5,5,30,0,0,1.4523559570312727
2015,1,5,6,0,0,0,1.1181274414062727
2015,1,5,6,30,0,0,0.8135009765625227
2015,1,5,7,0,0,0,0.5089050292968977
2015,1,5,7,30,0,0,0.23101196289064774
2015,1,5,8,0,0,0,-0.04691162109372726
2015,1,5,8,30,0,0,-0.30673828124997726
2015,1,5,9,0,0,0,-0.5665954589843523
2015,1,5,9,30,0,0,-0.8013977050781023
2015,1,5,10,0,0,0,-1.0361694335937273
2015,1,5,10,30,0,0,-1.2385009765624773
2015,1,5,11,0,0,0,-1.4408020019531023
2015,1,5,11,30,0,0,-1.6321166992187273
2015,1,5,12,0,0,0,-1.8234313964843523
2015,1,5,12,30,0,0,-1.8349365234374773
2015,1,5,13,0,0,0,-1.8464416503906023
2015,1,5,13,30,0,0,-0.8446411132812273
2015,1,5,14,0,38,169,0.15718994140627274
2015,1,5,14,30,66,352,1.7254882812500227
2015,1,5,15,0,86,470,3.2937866210937727
2015,1,5,15,30,102,559,4.578515625000023
2015,1,5,16,0,122,592,5.863244628906273
2015,1,5,16,30,109,712,6.991571044921898
2015,1,5,17,0,115,746,8.119897460937523
2015,1,5,17,30,198,533,8.969628906250023
2015,1,5,18,0,181,608,9.819360351562523
2015,1,5,18,30,179,625,10.379571533203148
2015,1,5,19,0,101,937,10.939752197265648
2015,1,5,19,30,99,927,11.160394287109398
2015,1,5,20,0,97,911,11.381036376953148
2015,1,5,20,30,93,886,11.220208740234398
2015,1,5,21,0,88,851,11.059381103515648
2015,1,5,21,30,81,800,10.332360839843773
2015,1,5,22,0,127,150,9.605340576171898
2015,1,5,22,30,60,621,8.138085937500023
2015,1,5,23,0,42,450,6.670831298828148
2015,1,5,23,30,16,152,6.174005126953148
2015,1,6,0,0,0,0,5.677178955078148
2015,1,6,0,30,0,0,5.440393066406273
2015,1,6,1,0,0,0,5.203607177734398
2015,1,6,1,30,0,0,5.010827636718773
2015,1,6,2,0,0,0,4.818017578125023
2015,1,6,2,30,0,0,4.652642822265648
2015,1,6,3,0,0,0,4.487237548828148
2015,1,6,3,30,0,0,4.352105712890648
2015,1,6,4,0,0,0,4.217004394531273
2015,1,6,4,30,0,0,4.108697509765648
2015,1,6,5,0,0,0,4.000390625000023
2015,1,6,5,30,0,0,3.9001403808593977
2015,1,6,6,0,0,0,3.7998901367187727
2015,1,6,6,30,0,0,3.7004638671875227
2015,1,6,7,0,0,0,3.6010681152343977
2015,1,6,7,30,0,0,3.5069213867187727
2015,1,6,8,0,0,0,3.4127746582031477
2015,1,6,8,30,0,0,3.3073669433593977
2015,1,6,9,0,0,0,3.2019897460937727
2015,1,6,9,30,0,0,3.0834289550781477
2015,1,6,10,0,0,0,2.9648681640625227
2015,1,6,10,30,0,0,2.8536010742187727
2015,1,6,11,0,0,0,2.7423645019531477
2015,1,6,11,30,0,0,2.6356140136718977
2015,1,6,12,0,0,0,2.5288940429687727
2015,1,6,12,30,0,0,2.7025085449218977
2015,1,6,13,0,0,0,2.8760925292968977
2015,1,6,13,30,0,0,4.232781982421898
2015,1,6,14,0,36,365,5.589440917968773
2015,1,6,14,30,55,550,7.224908447265648
2015,1,6,15,0,68,664,8.860375976562523
2015,1,6,15,30,77,739,10.587030029296898
2015,1,6,16,0,149,476,12.313684082031273
2015,1,6,16,30,185,465,13.536645507812523
2015,1,6,17,0,253,214,14.759576416015648
2015,1,6,17,30,228,443,15.609429931640648
2015,1,6,18,0,175,631,16.459283447265648
2015,1,6,18,30,192,592,16.930261230468773
2015,1,6,19,0,201,559,17.401239013671898
2015,1,6,19,30,201,544,17.501458740234398
2015,1,6,20,0,262,174,17.601647949218773
2015,1,6,20,30,233,216,17.302423095703148
2015,1,6,21,0,86,799,17.003198242187523
2015,1,6,21,30,79,751,16.165856933593773
2015,1,6,22,0,102,417,15.328515625000023
2015,1,6,22,30,78,313,13.889886474609398
2015,1,6,23,0,48,207,12.451257324218773
2015,1,6,23,30,16,0,11.908929443359398
2015,1,7,0,0,0,0,11.366632080078148
2015,1,7,0,30,0,0,11.046197509765648
2015,1,7,1,0,0,0,10.725793457031273
2015,1,7,1,30,0,0,10.448754882812523
2015,1,7,2,0,0,0,10.171746826171898
2015,1,7,2,30,0,0,9.888391113281273
2015,1,7,3,0,0,0,9.605065917968773
2015,1,7,3,30,0,0,9.336602783203148
2015,1,7,4,0,0,0,9.068139648437523
2015,1,7,4,30,0,0,8.832269287109398
2015,1,7,5,0,0,0,8.596398925781273
2015,1,7,5,30,0,0,8.399591064453148
2015,1,7,6,0,0,0,8.202783203125023
2015,1,7,6,30,0,0,8.021722412109398
2015,1,7,7,0,0,0,7.840661621093773
2015,1,7,7,30,0,0,7.671411132812523
2015,1,7,8,0,0,0,7.502130126953148
2015,1,7,8,30,0,0,7.462060546875023
2015,1,7,9,0,0,0,7.421990966796898
2015,1,7,9,30,0,0,7.492150878906273
2015,1,7,10,0,0,0,7.562310791015648
2015,1,7,10,30,0,0,7.623681640625023
2015,1,7,11,0,0,0,7.685083007812523
2015,1,7,11,30,0,0,7.859094238281273
2015,1,7,12,0,0,0,8.033135986328148
2015,1,7,12,30,0,0,8.364770507812523
2015,1,7,13,0,0,0,8.696374511718773
2015,1,7,13,30,0,0,9.240777587890648
2015,1,7,14,0,35,339,9.785180664062523
2015,1,7,14,30,54,521,10.532037353515648
2015,1,7,15,0,108,10,11.278894042968773
2015,1,7,15,30,68,0,11.942681884765648
2015,1,7,16,0,73,0,12.606500244140648
2015,1,7,16,30,135,0,12.721856689453148
2015,1,7,17,0,178,3,12.837213134765648
2015,1,7,17,30,139,0,12.603448486328148
2015,1,7,18,0,112,0,12.369714355468773
2015,1,7,18,30,111,0,12.243768310546898
2015,1,7,19,0,70,0,12.117822265625023
2015,1,7,19,30,186,3,11.987420654296898
2015,1,7,20,0,187,5,11.857019042968773
2015,1,7,20,30,164,0,11.773858642578148
2015,1,7,21,0,125,0,11.690698242187523
2015,1,7,21,30,97,0,11.351098632812523
2015,1,7,22,0,120,20,11.011499023437523
2015,1,7,22,30,84,14,10.371606445312523
2015,1,7,23,0,42,412,9.731683349609398
2015,1,7,23,30,22,0,8.926202392578148
2015,1,8,0,0,0,0,8.120751953125023
2015,1,8,0,30,0,0,7.293359375000023
2015,1,8,1,0,0,0,6.465966796875023
2015,1,8,1,30,0,0,5.784722900390648
2015,1,8,2,0,0,0,5.103448486328148
2015,1,8,2,30,0,0,4.584130859375023
2015,1,8,3,0,0,0,4.064782714843773
2015,1,8,3,30,0,0,3.5369201660156477
2015,1,8,4,0,0,0,3.0090270996093977
2015,1,8,4,30,0,0,2.4332824707031477
2015,1,8,5,0,0,0,1.8575073242187727
2015,1,8,5,30,0,0,1.3549133300781477
2015,1,8,6,0,0,0,0.8523498535156477
2015,1,8,6,30,0,0,0.46795043945314774
2015,1,8,7,0,0,0,0.08355102539064774
2015,1,8,7,30,0,0,-0.24936523437497726
2015,1,8,8,0,0,0,-0.5822814941406023
2015,1,8,8,30,0,0,-0.9240173339843523
2015,1,8,9,0,0,0,-1.2657226562499773
2015,1,8,9,30,0,0,-1.5906433105468523
2015,1,8,10,0,0,0,-1.9155639648437273
2015,1,8,10,30,0,0,-2.1938842773437273
2015,1,8,11,0,0,0,-2.4722045898437273
2015,1,8,11,30,0,0,-2.7135070800781023
2015,1,8,12,0,0,0,-2.9547790527343523
2015,1,8,12,30,0,0,-3.0509704589843523
2015,1,8,13,0,0,0,-3.1471313476562273
2015,1,8,13,30,0,0,-2.4232238769531023
2015,1,8,14,0,11,0,-1.6992858886718523
2015,1,8,14,30,24,0,-0.7269042968749773
2015,1,8,15,0,47,0,0.24550781250002274
2015,1,8,15,30,63,0,1.3005615234375227
2015,1,8,16,0,177,31,2.3556152343750227
2015,1,8,16,30,139,0,3.3123107910156477
2015,1,8,17,0,229,38,4.269036865234398
2015,1,8,17,30,278,177,5.052880859375023
2015,1,8,18,0,293,175,5.836755371093773
2015,1,8,18,30,281,68,6.166345214843773
2015,1,8,19,0,292,207,6.495935058593773
2015,1,8,19,30,239,424,6.545861816406273
2015,1,8,20,0,255,264,6.595819091796898
2015,1,8,20,30,232,244,6.317224121093773
2015,1,8,21,0,203,217,6.038659667968773
2015,1,8,21,30,171,163,5.514703369140648
2015,1,8,22,0,131,81,4.990747070312523
2015,1,8,22,30,91,94,4.362512207031273
2015,1,8,23,0,51,55,3.7343078613281477
2015,1,8,23,30,13,0,3.4475036621093977
2015,1,9,0,0,0,0,3.1606689453125227
2015,1,9,0,30,0,0,3.0151611328125227
2015,1,9,1,0,0,0,2.8696228027343977
2015,1,9,1,30,0,0,2.7092224121093977
2015,1,9,2,0,0,0,2.5487915039062727
2015,1,9,2,30,0,0,2.3625122070312727
2015,1,9,3,0,0,0,2.1762329101562727
2015,1,9,3,30,0,0,2.0587707519531477
2015,1,9,4,0,0,0,1.9413085937500227
2015,1,9,4,30,0,0,2.0173278808593977
2015,1,9,5,0,0,0,2.0933471679687727
2015,1,9,5,30,0,0,2.2597595214843977
2015,1,9,6,0,0,0,2.4261413574218977
2015,1,9,6,30,0,0,2.4241882324218977
2015,1,9,7,0,0,0,2.4222045898437727
2015,1,9,7,30,0,0,2.3288208007812727
2015,1,9,8,0,0,0,2.2354064941406477
2015,1,9,8,30,0,0,2.1845642089843977
2015,1,9,9,0,0,0,2.1336914062500227
2015,1,9,9,30,0,0,2.1323486328125227
2015,1,9,10,0,0,0,2.1309753417968977
2015,1,9,10,30,0,0,2.1807189941406477
2015,1,9,11,0,0,0,2.2304321289062727
2015,1,9,11,30,0,0,2.3140502929687727
2015,1,9,12,0,0,0,2.3976684570312727
2015,1,9,12,30,0,0,2.5108581542968977
2015,1,9,13,0,0,0,2.6240173339843977
2015,1,9,13,30,0,0,2.9258972167968977
2015,1,9,14,0,8,0,3.2277465820312727
2015,1,9,14,30,18,0,3.5514770507812727
2015,1,9,15,0,20,0,3.8752380371093977
2015,1,9,15,30,24,0,4.245294189453148
2015,1,9,16,0,57,0,4.615319824218773
2015,1,9,16,30,92,0,4.837213134765648
2015,1,9,17,0,98,0,5.059106445312523
2015,1,9,17,30,83,0,5.190911865234398
2015,1,9,18,0,80,0,5.322717285156273
2015,1,9,18,30,110,0,5.325616455078148
2015,1,9,19,0,34,0,5.328515625000023
2015,1,9,19,30,119,0,5.206079101562523
2015,1,9,20,0,112,0,5.083612060546898
2015,1,9,20,30,150,0,4.826928710937523
2015,1,9,21,0,184,27,4.570245361328148
2015,1,9,21,30,53,0,4.221948242187523
2015,1,9,22,0,10,0,3.8736206054687727
2015,1,9,22,30,60,0,3.4388366699218977
2015,1,9,23,0,32,0,3.0040222167968977
2015,1,9,23,30,7,0,2.7446228027343977
2015,1,10,0,0,0,0,2.4852233886718977
2015,1,10,0,30,0,0,2.3186279296875227
2015,1,10,1,0,0,0,2.1520629882812727
2015,1,10,1,30,0,0,2.0501037597656477
2015,1,10,2,0,0,0,1.9481445312500227
2015,1,10,2,30,0,0,1.9343505859375227
2015,1,10,3,0,0,0,1.9205566406250227
2015,1,10,3,30,0,0,1.9528747558593977
2015,1,10,4,0,0,0,1.9851928710937727
2015,1,10,4,30,0,0,2.0417114257812727
2015,1,10,5,0,0,0,2.0982299804687727
2015,1,10,5,30,0,0,2.1680847167968977
2015,1,10,6,0,0,0,2.2379089355468977
2015,1,10,6,30,0,0,2.3033081054687727
2015,1,10,7,0,0,0,2.3687377929687727
2015,1,10,7,30,0,0,2.4029785156250227
2015,1,10,8,0,0,0,2.4372497558593977
2015,1,10,8,30,0,0,2.3900085449218977
2015,1,10,9,0,0,0,2.3427673339843977
2015,1,10,9,30,0,0,2.2697082519531477
2015,1,10,10,0,0,0,2.1966491699218977
2015,1,10,10,30,0,0,2.1152587890625227
2015,1,10,11,0,0,0,2.0338989257812727
2015,1,10,11,30,0,0,1.9989257812500227
2015,1,10,12,0,0,0,1.9639526367187727
2015,1,10,12,30,0,0,2.0068908691406477
2015,1,10,13,0,0,0,2.0498291015625227
2015,1,10,13,30,0,0,2.2444396972656477
2015,1,10,14,0,19,0,2.4390808105468977
2015,1,10,14,30,3,0,2.6479125976562727
2015,1,10,15,0,49,0,2.8567443847656477
2015,1,10,15,30,134,4,3.1685729980468977
2015,1,10,16,0,100,0,3.4804016113281477
2015,1,10,16,30,42,0,3.8094421386718977
2015,1,10,17,0,208,17,4.138452148437523
2015,1,10,17,30,161,0,4.087731933593773
2015,1,10,18,0,105,0,4.037011718750023
2015,1,10,18,30,191,3,4.193994140625023
2015,1,10,19,0,141,0,4.350976562500023
2015,1,10,19,30,145,0,4.345056152343773
2015,1,10,20,0,246,50,4.339166259765648
2015,1,10,20,30,92,0,4.203515625000023
2015,1,10,21,0,30,0,4.067895507812523
2015,1,10,21,30,138,0,3.8634277343750227
2015,1,10,22,0,48,0,3.6589904785156477
2015,1,10,22,30,52,0,3.2867370605468977
2015,1,10,23,0,27,0,2.9144531250000227
2015,1,10,23,30,7,0,2.7305236816406477
2015,1,11,0,0,0,0,2.5465637207031477
2015,1,11,0,30,0,0,2.4178405761718977
2015,1,11,1,0,0,0,2.2891479492187727
2015,1,11,1,30,0,0,2.1826416015625227
2015,1,11,2,0,0,0,2.0761657714843977
2015,1,11,2,30,0,0,1.9856811523437727
2015,1,11,3,0,0,0,1.8951965332031477
2015,1,11,3,30,0,0,1.8244262695312727
2015,1,11,4,0,0,0,1.7536560058593977
2015,1,11,4,30,0,0,1.7092224121093977
2015,1,11,5,0,0,0,1.6647888183593977
2015,1,11,5,30,0,0,1.6311584472656477
2015,1,11,6,0,0,0,1.5975280761718977
2015,1,11,6,30,0,0,1.5983825683593977
2015,1,11,7,0,0,0,1.5992370605468977
2015,1,11,7,30,0,0,1.6175781250000227
2015,1,11,8,0,0,0,1.6359191894531477
2015,1,11,8,30,0,0,1.6549011230468977
2015,1,11,9,0,0,0,1.6738830566406477
2015,1,11,9,30,0,0,1.7113586425781477
2015,1,11,10,0,0,0,1.7488647460937727
2015,1,11,10,30,0,0,1.7850891113281477
2015,1,11,11,0,0,0,1.8213439941406477
2015,1,11,11,30,0,0,1.8498474121093977
2015,1,11,12,0,0,0,1.8783203125000227
2015,1,11,12,30,0,0,1.9353576660156477
2015,1,11,13,0,0,0,1.9923645019531477
2015,1,11,13,30,0,0,2.2591796875000227
2015,1,11,14,0,35,341,2.5259948730468977
2015,1,11,14,30,54,524,3.0933776855468977
2015,1,11,15,0,32,0,3.6607604980468977
2015,1,11,15,30,43,0,4.304376220703148
2015,1,11,16,0,69,0,4.948022460937523
2015,1,11,16,30,146,0,5.478326416015648
2015,1,11,17,0,137,0,6.008660888671898
2015,1,11,17,30,218,15,6.634301757812523
2015,1,11,18,0,228,16,7.259942626953148
2015,1,11,18,30,118,0,7.983728027343773
2015,1,11,19,0,99,865,8.707513427734398
2015,1,11,19,30,97,858,9.322625732421898
2015,1,11,20,0,174,1,9.937738037109398
2015,1,11,20,30,172,2,10.147454833984398
2015,1,11,21,0,152,0,10.357171630859398
2015,1,11,21,30,80,750,10.018853759765648
2015,1,11,22,0,72,687,9.680535888671898
2015,1,11,22,30,60,593,8.779290771484398
2015,1,11,23,0,44,443,7.878076171875023
2015,1,11,23,30,20,187,7.414239501953148
2015,1,12,0,0,0,0,6.950402832031273
2015,1,12,0,30,0,0,6.620263671875023
2015,1,12,1,0,0,0,6.290093994140648
2015,1,12,1,30,0,0,5.976556396484398
2015,1,12,2,0,0,0,5.663018798828148
2015,1,12,2,30,0,0,5.346124267578148
2015,1,12,3,0,0,0,5.029229736328148
2015,1,12,3,30,0,0,4.695703125000023
2015,1,12,4,0,0,0,4.362176513671898
2015,1,12,4,30,0,0,4.158166503906273
2015,1,12,5,0,0,0,3.9541870117187727
2015,1,12,5,30,0,0,4.011529541015648
2015,1,12,6,0,0,0,4.068902587890648
2015,1,12,6,30,0,0,4.108422851562523
2015,1,12,7,0,0,0,4.147943115234398
2015,1,12,7,30,0,0,3.9619689941406477
2015,1,12,8,0,0,0,3.7759948730468977
2015,1,12,8,30,0,0,3.6374450683593977
2015,1,12,9,0,0,0,3.4988952636718977
2015,1,12,9,30,0,0,3.4146057128906477
2015,1,12,10,0,0,0,3.3303161621093977
2015,1,12,10,30,0,0,3.3363586425781477
2015,1,12,11,0,0,0,3.3424011230468977
2015,1,12,11,30,0,0,3.3671203613281477
2015,1,12,12,0,0,0,3.3918395996093977
2015,1,12,12,30,0,0,3.4018493652343977
2015,1,12,13,0,0,0,3.4118286132812727
2015,1,12,13,30,0,0,3.6305480957031477
2015,1,12,14,0,14,0,3.8492675781250227
2015,1,12,14,30,32,0,4.319787597656273
2015,1,12,15,0,51,0,4.790307617187523
2015,1,12,15,30,70,0,5.458978271484398
2015,1,12,16,0,86,0,6.127618408203148
2015,1,12,16,30,97,0,6.917993164062523
2015,1,12,17,0,108,0,7.708398437500023
2015,1,12,17,30,153,0,8.355859375000023
2015,1,12,18,0,149,0,9.003350830078148
2015,1,12,18,30,150,0,9.177880859375023
2015,1,12,19,0,136,0,9.352410888671898
2015,1,12,19,30,119,0,9.254846191406273
2015,1,12,20,0,94,0,9.157281494140648
2015,1,12,20,30,96,0,8.955529785156273
2015,1,12,21,0,81,0,8.753808593750023
2015,1,12,21,30,72,0,8.505578613281273
